"item_id","marketplace","country","main_image_id","domain_name","bullet_point","item_keywords","material","brand","color","item_name","model_name","model_number","product_type"
"B07V5WHS4Y","Amazon","IN","71sppkbtsML","amazon.in","","","","AmazonBasics","","AmazonBasics - Windshield Wiper Blades (Set of 2) - 24"" / 24"" Hook","","3397014664GZB","AUTO_PART"
"B08569SWHS","Amazon","IN","81D-spZZxDL","amazon.in","Snug fit for Oppo A83, with perfect cut-outs for volume buttons, audio and charging ports Compatible with Oppo A83 Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface.","Back Cover Designer Case Designer Wooden Art Mobile Cover Flexible Case Oppo A83 Case Printed Cover Silicone Case Soft TPU cases and covers fashion case mobile Cover","Silicon","Amazon Brand - Solimo","Multicolor","Amazon Brand - Solimo Designer Wooden Art UV Printed Soft Back Case Mobile Cover for Oppo A83","Oppo A83","UV10249-SL40593","CELLULAR_PHONE_CASE"
"B0797762M1","Amazon","FR","71uCexWtHeL","amazon.fr","","","","","","","","MW-GAH-003","HEADPHONES"
"B07D45W48N","Amazon","US","718N72OuvLL","amazon.com","","","","find.","Grey (Grey Grey)","find. Men's Chukka, Grey), 8 UK","","AMZ129 06","BOOT"
"B07VX6YW5K","Amazon","IN","71yKzVtEKaL","amazon.in","Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports Compatible with Realme 3 / Realme 3i Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. No warranty","mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Realme mobile case Realme phone cover Realme back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Realme mobile case Realme phone cover Realme back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Realme mobile case Realme phone cover Realme back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Realme mobile case Realme phone cover Realme back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Realme mobile case Realme phone cover Realme back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Realme mobile case Realme phone cover Realme back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Realme mobile case Realme phone cover Realme back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Realme mobile case Realme phone cover Realme back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Realme mobile case Realme phone cover Realme back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Realme mobile case Realme phone cover Realme back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Realme mobile case Realme phone cover Realme back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Realme mobile case Realme phone cover Realme back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Realme mobile case Realme phone cover Realme back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Realme mobile case Realme phone cover Realme back case hard case 3D printed mobile cover","Plastic","Amazon Brand - Solimo","Others","Amazon Brand - Solimo Designer Abstract 3D Printed Hard Back Case Mobile Cover for Realme 3 / Realme 3i","Realme 3 / Realme 3i","SOLRM3I3DM248","CELLULAR_PHONE_CASE"
"B00JQB1ITG","Amazon","AE","7187JIHraUL","amazon.ae","Classic and versatile dangle gemstone earrings, ready for anything the day brings. Dangle earrings feature 6mm Citrine center stones. High polished 10k Yellow Gold four prong basket and leverback setting. Citrine is Novembers birthstone. The natural properties and composition of mined gemstones define the unique beauty of each piece. The image may show slight differences to the actual stone in color and texture.","Classics Gemstone leverback checkerboard cut dangle leverback November birthstone Classics birthstone Gemstone leverback checkerboard cut dangle leverback November birthstone Classics birthstone Gemstone leverback checkerboard cut dangle leverback November birthstone Classics birthstone Gemstone leverback checkerboard cut dangle leverback November birthstone Classics birthstone Gemstone leverback checkerboard cut dangle leverback November birthstone Classics birthstone Gemstone leverback checkerboard cut dangle leverback November birthstone Classics birthstone Gemstone leverback checkerboard cut dangle leverback November birthstone Classics birthstone Gemstone leverback checkerboard cut dangle leverback November birthstone Classics birthstone Gemstone leverback checkerboard cut dangle leverback November birthstone Classics birthstone Gemstone leverback checkerboard cut dangle leverback November birthstone Classics birthstone Gemstone leverback checkerboard cut dangle leverback November birthstone Classics birthstone Gemstone leverback checkerboard cut dangle leverback November birthstone Classics birthstone Gemstone leverback checkerboard cut dangle leverback November birthstone Classics birthstone Gemstone leverback checkerboard cut dangle leverback November birthstone Classics birthstone","Metal","Amazon Collection","citrine","10k Yellow Gold Cushion-Cut Checkerboard Citrine Leverback Earrings (6mm)","","MCE2955Y-CIT","FINEEARRING"
"B07PRFM63G","Amazon","FR","51XyUjDkP+L","amazon.fr","","","","","","","","","HOME"
"B000RGZH8M","Amazon","FR","71rxv3WrNPL","amazon.fr","","","","","","","","PIN400SAT-KG-SHM-TPE","HOME"
"B07D44NXKH","Amazon","CA","71R5uVocnZL","amazon.ca","","UK","","find.","Blue (Navy Navy)","find. Women's Chunky Gumsole, Blue Navy), 6 UK","Chunky Gumsole","DREPY-1W4-001","BOOT"
"B07HSLKKXG","Amazon","US","81MUeTeLXVL","amazon.com","An Amazon Brand - A solid wooden frame adorned with an H-shaped stretcher bar and dove gray saddle-style padded seating are accentuated by decorative bronze nailheads studding the lower edge of the seat. Solid wood frame, fabric, nailheads H-shaped stretcher bar for added stability 22.5""D x 19.5""W x 36.5""H, 2PCS/CTN Free returns for 30 days. 3-year warranty","container trading stool de 24 auto swivel saddle barstools line folding direct back mid armen angel plywood tools products barra inches rustic high white para low decor furniture acrylic bark tractor extra chairs cambridge barstool tall stools table height 34 metal counter seat 2 inch backs","","Stone & Beam","Gray","Amazon Brand – Stone & Beam Leon Modern Farmhouse Dining Room Kitchen Chairs, Set of 2, 36.5""H, Dove Grey","","183500024-BND","STOOL_SEATING"
"B08563XX6Q","Amazon","IN","61w+ExBoXpL","amazon.in","Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports Compatible with Samsung Galaxy Note 10 Lite Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports Stylish design and appearance, express your unique personality Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface No warranty None","cellphonecover backcase mobileguard mobilecover cellphonecase phonecover case protectivecase cover backcover phoneguard mobilecase protectivecover phonecase samsung note 10 lite 360 cover samsung note 10 lite back cover samsung note 10 lite cover samsung note 10 lite designer case samsung note 10 lite designer covers samsung note 10 lite flexible back cover samsung note 10 lite mobile accessories samsung note 10 lite mobile cover samsung note 10 lite printed covers samsung note 10 lite silicon back case samsung note 10 lite tpu back cover samsung note 10 lite 360 cover samsung note 10 lite back cover samsung note 10 lite cover samsung note 10 lite designer case samsung note 10 lite designer covers samsung note 10 lite flexible back cover samsung note 10 lite mobile accessories samsung note 10 lite mobile cover samsung note 10 lite printed covers samsung note 10 lite silicon back case samsung note 10 lite tpu back cover samsung note 10 lite 360 cover samsung note 10 lite back cover samsung note 10 lite cover samsung note 10 lite designer case samsung note 10 lite designer covers samsung note 10 lite flexible back cover samsung note 10 lite mobile accessories samsung note 10 lite mobile cover samsung note 10 lite printed covers samsung note 10 lite silicon back case samsung note 10 lite tpu back cover samsung note 10 lite 360 cover samsung note 10 lite back cover samsung note 10 lite cover samsung note 10 lite designer case samsung note 10 lite designer covers samsung note 10 lite flexible back cover samsung note 10 lite mobile accessories samsung note 10 lite mobile cover samsung note 10 lite printed covers samsung note 10 lite silicon back case samsung note 10 lite tpu back cover samsung note 10 lite 360 cover samsung note 10 lite back cover samsung note 10 lite cover samsung note 10 lite designer case samsung note 10 lite designer covers samsung note 10 lite flexible back cover samsung note 10 lite mobile accessories samsung note 10 lite mobile cover samsung note 10 lite printed covers samsung note 10 lite silicon back case samsung note 10 lite tpu back cover samsung note 10 lite 360 cover samsung note 10 lite back cover samsung note 10 lite cover samsung note 10 lite designer case samsung note 10 lite designer covers samsung note 10 lite flexible back cover samsung note 10 lite mobile accessories samsung note 10 lite mobile cover samsung note 10 lite printed covers samsung note 10 lite silicon back case samsung note 10 lite tpu back cover samsung note 10 lite 360 cover samsung note 10 lite back cover samsung note 10 lite cover samsung note 10 lite designer case samsung note 10 lite designer covers samsung note 10 lite flexible back cover samsung note 10 lite mobile accessories samsung note 10 lite mobile cover samsung note 10 lite printed covers samsung note 10 lite silicon back case samsung note 10 lite tpu back cover samsung note 10 lite 360 cover samsung note 10 lite back cover samsung note 10 lite cover samsung note 10 lite designer case samsung note 10 lite designer covers samsung note 10 lite flexible back cover samsung note 10 lite mobile accessories samsung note 10 lite mobile cover samsung note 10 lite printed covers samsung note 10 lite silicon back case samsung note 10 lite tpu back cover samsung note 10 lite 360 cover samsung note 10 lite back cover samsung note 10 lite cover samsung note 10 lite designer case samsung note 10 lite designer covers samsung note 10 lite flexible back cover samsung note 10 lite mobile accessories samsung note 10 lite mobile cover samsung note 10 lite printed covers samsung note 10 lite silicon back case samsung note 10 lite tpu back cover samsung note 10 lite 360 cover samsung note 10 lite back cover samsung note 10 lite cover samsung note 10 lite designer case samsung note 10 lite designer covers samsung note 10 lite flexible back cover samsung note 10 lite mobile accessories samsung note 10 lite mobile cover samsung note 10 lite printed covers samsung note 10 lite silicon back case samsung note 10 lite tpu back cover samsung note 10 lite 360 cover samsung note 10 lite back cover samsung note 10 lite cover samsung note 10 lite designer case samsung note 10 lite designer covers samsung note 10 lite flexible back cover samsung note 10 lite mobile accessories samsung note 10 lite mobile cover samsung note 10 lite printed covers samsung note 10 lite silicon back case samsung note 10 lite tpu back cover samsung note 10 lite 360 cover samsung note 10 lite back cover samsung note 10 lite cover samsung note 10 lite designer case samsung note 10 lite designer covers samsung note 10 lite flexible back cover samsung note 10 lite mobile accessories samsung note 10 lite mobile cover samsung note 10 lite printed covers samsung note 10 lite silicon back case samsung note 10 lite tpu back cover samsung note 10 lite 360 cover samsung note 10 lite back cover samsung note 10 lite cover samsung note 10 lite designer case samsung note 10 lite designer covers samsung note 10 lite flexible back cover samsung note 10 lite mobile accessories samsung note 10 lite mobile cover samsung note 10 lite printed covers samsung note 10 lite silicon back case samsung note 10 lite tpu back cover samsung note 10 lite 360 cover samsung note 10 lite back cover samsung note 10 lite cover samsung note 10 lite designer case samsung note 10 lite designer covers samsung note 10 lite flexible back cover samsung note 10 lite mobile accessories samsung note 10 lite mobile cover samsung note 10 lite printed covers samsung note 10 lite silicon back case samsung note 10 lite tpu back cover","","Amazon Brand - Solimo","multi-colored","Amazon Brand - Solimo Designer Multicolor Cute Love Black Design Printed Soft Back Case Mobile Cover for Samsung Galaxy Note 10 Lite","Samsung Galaxy Note 10 Lite","SOLSNOTE10LTPU0164","CELLULAR_PHONE_CASE"
"B074MBPK7B","Amazon","US","51uPFZjdzUL","amazon.com","Brought to you by Whole Foods Market.  When it comes to innovative flavors and products sourced from artisans and producers around the world, the Whole Foods Market brand has you covered. Amazing products, exceptional ingredients, no compromises. 300% Daily value Vitamin C & Excellent source of 4 B Vitamins. Sweetened with Monk Fruit and Stevia Extracts. Zero Calorie, Low Sodium. Certified GMO-Free, Certified Kosher, Certified Vegan.","","","Whole Foods Market","","Whole Foods Market, Nutrient Enhanced Water Beverage, Zero Calorie Lemonade + Vitamin C, 20 fl oz","","208735","GROCERY"
"B07T9TLW5S","Amazon","IN","81TwebDckwL","amazon.in","3D Printed Hard Back Case Mobile Cover for Motorola Moto G4 Plus (With Logo Cut) Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Slim Hard Back Cover No Warranty","mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case","","Amazon Brand - Solimo","Others","Amazon Brand - Solimo Designer Unicorn Texture 3D Printed Hard Back Case Mobile Cover for Motorola Moto G4 Plus (with Logo Cut)","Motorola Moto G4 Plus (With Logo Cut)","gz8233-SL40417","CELLULAR_PHONE_CASE"
"B07TH3DNX2","Amazon","IN","61xPaBK0URL","amazon.in","3D Printed Hard Back Case Mobile Cover for Nokia 5 Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Slim Hard Back Cover No Warranty","mobile cover back cover mobile case phone case mobile panel phone panel Nokia mobile case Nokia phone cover Nokia back case mobile cover back cover mobile case phone case mobile panel phone panel Nokia mobile case Nokia phone cover Nokia back case mobile cover back cover mobile case phone case mobile panel phone panel Nokia mobile case Nokia phone cover Nokia back case mobile cover back cover mobile case phone case mobile panel phone panel Nokia mobile case Nokia phone cover Nokia back case mobile cover back cover mobile case phone case mobile panel phone panel Nokia mobile case Nokia phone cover Nokia back case mobile cover back cover mobile case phone case mobile panel phone panel Nokia mobile case Nokia phone cover Nokia back case mobile cover back cover mobile case phone case mobile panel phone panel Nokia mobile case Nokia phone cover Nokia back case mobile cover back cover mobile case phone case mobile panel phone panel Nokia mobile case Nokia phone cover Nokia back case mobile cover back cover mobile case phone case mobile panel phone panel Nokia mobile case Nokia phone cover Nokia back case mobile cover back cover mobile case phone case mobile panel phone panel Nokia mobile case Nokia phone cover Nokia back case mobile cover back cover mobile case phone case mobile panel phone panel Nokia mobile case Nokia phone cover Nokia back case mobile cover back cover mobile case phone case mobile panel phone panel Nokia mobile case Nokia phone cover Nokia back case mobile cover back cover mobile case phone case mobile panel phone panel Nokia mobile case Nokia phone cover Nokia back case mobile cover back cover mobile case phone case mobile panel phone panel Nokia mobile case Nokia phone cover Nokia back case mobile cover back cover mobile case phone case mobile panel phone panel Nokia mobile case Nokia phone cover Nokia back case","","Amazon Brand - Solimo","Others","Amazon Brand - Solimo Designer Couples Standing in Rain 3D Printed Hard Back Case Mobile Cover for Nokia 5","Nokia 5","gz8373-SL40424","CELLULAR_PHONE_CASE"
"B081HL8CHJ","Amazon","IN","61ufdVkGr3L","amazon.in","Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports Compatible with Samsung Galaxy A50s Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface.No warranty","mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case","Plastic","Amazon Brand - Solimo","multi-colored","Amazon Brand - Solimo Designer Girl Design 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy A50s","Samsung Galaxy A50s","SOLSA50S3DM17","CELLULAR_PHONE_CASE"
"B07TBV1CX3","Amazon","IN","714FAcDeAXL","amazon.in","3D Printed Hard Back Case Mobile Cover for Apple iPhone 7 (With Logo Cut) Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Slim Hard Back Cover No Warranty","mobile cover back cover mobile case phone case mobile panel phone panel Huawei mobile case Huawei phone cover Huawei back case honor cases honor cover mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case","","Amazon Brand - Solimo","Others","Amazon Brand - Solimo Designer Random Pattern 3D Printed Hard Back Case Mobile Cover for Apple iPhone 7 (with Logo Cut)","Apple iPhone 7 (With Logo Cut)","gz8242-SL40701","CELLULAR_PHONE_CASE"
"B08569H3KT","Amazon","IN","71fIh+SMe9L","amazon.in","Snug fit for Lenovo K8 Plus, with perfect cut-outs for volume buttons, audio and charging ports Compatible with Lenovo K8 Plus Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface.","Back Cover Designer Case Designer Daddy's Girl And Mummy World Flexible Case Lenovo K8 Plus Case Printed Cover Silicone Case Soft TPU cases and covers fashion case mobile Cover","Silicone","Amazon Brand - Solimo","Multicolor","Amazon Brand - Solimo Designer Daddy's Girl and Mummy World UV Printed Soft Back Case Mobile Cover for Lenovo K8 Plus","Lenovo K8 Plus","UV10130-SL40751","CELLULAR_PHONE_CASE"
"B07YN3VC98","Amazon","GB","819JqnCvfPL","amazon.co.uk","Grey MFC (melamine particleboard), ABS edgeband Contemporary style Very high quality, scratch resistant melamine self assembly, 1 person required Dimensions: 39.1cm X 33.1cm X 73.6cm 2-year Product Warranty","shelves bookcase bookcases and shelving units book shelf ladder case unit bookshelf","Other","Movian","Grey","Amazon Brand - Movian MULTIBOX 2, Bookcase, 39.1 x 33.1 x 73.6 cm, Grey","","MULTIBOX 2","HOME_FURNITURE_AND_DECOR"
"B07DFKVXYQ","Amazon","MX","71LoFdsDVmL","amazon.com.mx","","","","","","","","","NUTRITIONAL_SUPPLEMENT"
"B07QDSB3X5","Amazon","US","61OUFhY4I6L","amazon.com","Classic Design Slip-on closure Medium width. For extra width, go one half size up","Casual","","Amazon Essentials","White","Amazon Essentials Women's Frances Sneaker, White, 12 Medium US","Frances","AMZF19WVL001B","SHOES"
"B07TG4PDP3","Amazon","IN","81zKBvnycUL","amazon.in","3D Printed Hard Back Case Mobile Cover for Vivo Y95 Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Slim Hard Back Cover No Warranty","mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case","","Amazon Brand - Solimo","Others","Amazon Brand - Solimo Designer Color Mash 3D Printed Hard Back Case Mobile Cover for Vivo Y95","Vivo Y95","gz8600-SL40489","CELLULAR_PHONE_CASE"
"B08569K511","Amazon","IN","71W49J71sqL","amazon.in","Snug fit for Oppo A9 (2020), with perfect cut-outs for volume buttons, audio and charging ports Compatible with Oppo A9 (2020) Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface.","cellphonecover backcase mobileguard mobilecover cellphonecase phonecover case protectivecase cover backcover phoneguard mobilecase protectivecover phonecase Back Cover Designer Case Designer Flowers Mobile Cover Hard Case Oppo A9 (2020) Case Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Flowers Mobile Cover Hard Case Oppo A9 (2020) Case Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Flowers Mobile Cover Hard Case Oppo A9 (2020) Case Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Flowers Mobile Cover Hard Case Oppo A9 (2020) Case Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Flowers Mobile Cover Hard Case Oppo A9 (2020) Case Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Flowers Mobile Cover Hard Case Oppo A9 (2020) Case Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Flowers Mobile Cover Hard Case Oppo A9 (2020) Case Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Flowers Mobile Cover Hard Case Oppo A9 (2020) Case Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Flowers Mobile Cover Hard Case Oppo A9 (2020) Case Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Flowers Mobile Cover Hard Case Oppo A9 (2020) Case Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Flowers Mobile Cover Hard Case Oppo A9 (2020) Case Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Flowers Mobile Cover Hard Case Oppo A9 (2020) Case Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Flowers Mobile Cover Hard Case Oppo A9 (2020) Case Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Flowers Mobile Cover Hard Case Oppo A9 (2020) Case Printed Cover cases and covers fashion case mobile cover polycarbonate cover","Plastic","Amazon Brand - Solimo","Multicolor","Amazon Brand - Solimo Designer Flowers 3D Printed Hard Back Case Mobile Cover for Oppo A9 (2020)","Oppo A9 (2020)","gz8744-SL40392","CELLULAR_PHONE_CASE"
"B078SWLL2W","Amazon","AU","91LqZhOvBkL","amazon.com.au","","","","Rivet","","Rivet Abstract Gold and White Flecks on Canvas","","000896C4040-AMZ-P","HOME"
"B086L8TNNR","Amazon","DE","51p1NYWGLnL","amazon.de","","","","","","","","","HOME"
"B07THRXHYT","Amazon","IN","81DebU-TE-L","amazon.in","3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi Y1 Lite Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Slim Hard Back Cover No Warranty None","mobile cover back cover mobile case phone case mobile panel phone panel Sony Xperia mobile case Sony Xperia phone cover Sony Xperia back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case","","Amazon Brand - Solimo","Others","Amazon Brand - Solimo Designer Orange Canvas 3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi Y1 Lite","Xiaomi Redmi Y1 Lite","gz8465-SL40598","CELLULAR_PHONE_CASE"
